occurrenceID	scientificName	order	family	genus	specificEpithet	country	institutionCode	catalogNumber	recordedBy	recordNumber	dynamicProperties	associatedSequences	basisOfRecord	kingdom
s17697	Alnus serrulata	Fagales	Betulaceae	Alnus	serrulata				Soltis	2964	{"phylogenies": [{"phyloTreeTipLabel": "Fagales_Betulaceae_Alnus_serrulata", "phyloTreeFileName": "global_tree_renamed.nex"}]}		MaterialCitation	Plantae
s17195	Betula pendula	Fagales	Betulaceae	Betula	pendula				DWS NY	1471/95	{"phylogenies": [{"phyloTreeTipLabel": "Fagales_Betulaceae_Betula_pendula", "phyloTreeFileName": "global_tree_renamed.nex"}]}	https://www.ebi.ac.uk/ena/browser/view/ERR2040349	MaterialCitation	Plantae
s24501	Carpinus fangiana	Fagales	Betulaceae	Carpinus	fangiana						{"phylogenies": [{"phyloTreeTipLabel": "Fagales_Betulaceae_Carpinus_fangiana", "phyloTreeFileName": "global_tree_renamed.nex"}]}		MaterialCitation	Plantae
s24871	Corylus avellana	Fagales	Betulaceae	Corylus	avellana						{"phylogenies": [{"phyloTreeTipLabel": "Fagales_Betulaceae_Corylus_avellana", "phyloTreeFileName": "global_tree_renamed.nex"}]}	https://www.ebi.ac.uk/ena/browser/view/SRR3303638	MaterialCitation	Plantae
s20739	Ostrya chinensis	Fagales	Betulaceae	Ostrya	chinensis						{"phylogenies": [{"phyloTreeTipLabel": "Fagales_Betulaceae_Ostrya_chinensis", "phyloTreeFileName": "global_tree_renamed.nex"}]}	https://www.ebi.ac.uk/ena/browser/view/SRR8302701	MaterialCitation	Plantae
s31851	Ostrya rehderiana	Fagales	Betulaceae	Ostrya	rehderiana						{"phylogenies": [{"phyloTreeTipLabel": "Fagales_Betulaceae_Ostrya_rehderiana", "phyloTreeFileName": "global_tree_renamed.nex"}]}	https://www.ebi.ac.uk/ena/browser/view/SRR8293423	MaterialCitation	Plantae
s20741	Ostryopsis nobilis	Fagales	Betulaceae	Ostryopsis	nobilis						{"phylogenies": [{"phyloTreeTipLabel": "Fagales_Betulaceae_Ostryopsis_nobilis", "phyloTreeFileName": "global_tree_renamed.nex"}]}	https://www.ebi.ac.uk/ena/browser/view/SRR8302720	MaterialCitation	Plantae
s17675	Casuarina equisetifolia	Fagales	Casuarinaceae	Casuarina	equisetifolia				Soltis	2773	{"phylogenies": [{"phyloTreeTipLabel": "Fagales_Casuarinaceae_Casuarina_equisetifolia", "phyloTreeFileName": "global_tree_renamed.nex"}]}	https://www.ebi.ac.uk/ena/browser/view/ERR2040350	MaterialCitation	Plantae
s22221	Gymnostoma australianum	Fagales	Casuarinaceae	Gymnostoma	australianum		CNS	CNS 129655	Ford, A.	5308	{"phylogenies": [{"phyloTreeTipLabel": "Fagales_Casuarinaceae_Gymnostoma_australianum", "phyloTreeFileName": "global_tree_renamed.nex"}]}	https://www.ebi.ac.uk/ena/browser/view/0	MaterialCitation	Plantae
s17765	Castanea crenata	Fagales	Fagaceae	Castanea	crenata						{"phylogenies": [{"phyloTreeTipLabel": "Fagales_Fagaceae_Castanea_crenata", "phyloTreeFileName": "global_tree_renamed.nex"}]}	https://www.ebi.ac.uk/ena/browser/view/ERR2040354	MaterialCitation	Plantae
s18207	Castanea pumila	Fagales	Fagaceae	Castanea	pumila				Soltis	2977	{"phylogenies": [{"phyloTreeTipLabel": "Fagales_Fagaceae_Castanea_pumila", "phyloTreeFileName": "global_tree_renamed.nex"}]}	https://www.ebi.ac.uk/ena/browser/view/ERR2040353	MaterialCitation	Plantae
s18089	Fagus sylvatica	Fagales	Fagaceae	Fagus	sylvatica						{"phylogenies": [{"phyloTreeTipLabel": "Fagales_Fagaceae_Fagus_sylvatica", "phyloTreeFileName": "global_tree_renamed.nex"}]}	https://www.ebi.ac.uk/ena/browser/view/ERR2040351	MaterialCitation	Plantae
s31852	Lithocarpus polystachyus	Fagales	Fagaceae	Lithocarpus	polystachyus						{"phylogenies": [{"phyloTreeTipLabel": "Fagales_Fagaceae_Lithocarpus_polystachyus", "phyloTreeFileName": "global_tree_renamed.nex"}]}	https://www.ebi.ac.uk/ena/browser/view/SRR10238508	MaterialCitation	Plantae
s20701	Notholithocarpus densiflorus	Fagales	Fagaceae	Notholithocarpus	densiflorus						{"phylogenies": [{"phyloTreeTipLabel": "Fagales_Fagaceae_Notholithocarpus_densiflorus", "phyloTreeFileName": "global_tree_renamed.nex"}]}	https://www.ebi.ac.uk/ena/browser/view/SRR7686412	MaterialCitation	Plantae
s31081	Quercus pungens	Fagales	Fagaceae	Quercus	pungens						{"phylogenies": [{"phyloTreeTipLabel": "Fagales_Fagaceae_Quercus_pungens", "phyloTreeFileName": "global_tree_renamed.nex"}]}	https://www.ebi.ac.uk/ena/browser/view/SRR12785788	MaterialCitation	Plantae
s17447	Quercus shumardii	Fagales	Fagaceae	Quercus	shumardii				Soltis	2780	{"phylogenies": [{"phyloTreeTipLabel": "Fagales_Fagaceae_Quercus_shumardii", "phyloTreeFileName": "global_tree_renamed.nex"}]}	https://www.ebi.ac.uk/ena/browser/view/ERR2040352	MaterialCitation	Plantae
s24503	Carya illinoinensis	Fagales	Juglandaceae	Carya	illinoinensis						{"phylogenies": [{"phyloTreeTipLabel": "Fagales_Juglandaceae_Carya_illinoinensis", "phyloTreeFileName": "global_tree_renamed.nex"}]}		MaterialCitation	Plantae
s20237	Cyclocarya paliurus	Fagales	Juglandaceae	Cyclocarya	paliurus						{"phylogenies": [{"phyloTreeTipLabel": "Fagales_Juglandaceae_Cyclocarya_paliurus", "phyloTreeFileName": "global_tree_renamed.nex"}]}	https://www.ebi.ac.uk/ena/browser/view/SRR9328997	MaterialCitation	Plantae
s17249	Juglans nigra	Fagales	Juglandaceae	Juglans	nigra				Soltis	2798	{"phylogenies": [{"phyloTreeTipLabel": "Fagales_Juglandaceae_Juglans_nigra", "phyloTreeFileName": "global_tree_renamed.nex"}]}	https://www.ebi.ac.uk/ena/browser/view/ERR2040355	MaterialCitation	Plantae
s24629	Pterocarya stenoptera	Fagales	Juglandaceae	Pterocarya	stenoptera						{"phylogenies": [{"phyloTreeTipLabel": "Fagales_Juglandaceae_Pterocarya_stenoptera", "phyloTreeFileName": "global_tree_renamed.nex"}]}		MaterialCitation	Plantae
s00804	Comptonia peregrina	Fagales	Myricaceae	Comptonia	peregrina	United States of America	K		Chase, M.W. 	14586	{"phylogenies": [{"phyloTreeTipLabel": "Fagales_Myricaceae_Comptonia_peregrina", "phyloTreeFileName": "global_tree_renamed.nex"}]}	https://www.ebi.ac.uk/ena/browser/view/ERR5006139	MaterialCitation	Plantae
s17519	Myrica cerifera	Fagales	Myricaceae	Myrica	cerifera				Soltis	2761	{"phylogenies": [{"phyloTreeTipLabel": "Fagales_Myricaceae_Myrica_cerifera", "phyloTreeFileName": "global_tree_renamed.nex"}]}	https://www.ebi.ac.uk/ena/browser/view/ERR2040357	MaterialCitation	Plantae
s18125	Nothofagus obliqua	Fagales	Nothofagaceae	Nothofagus	obliqua				Chase, M.W.	33143	{"phylogenies": [{"phyloTreeTipLabel": "Fagales_Nothofagaceae_Nothofagus_obliqua", "phyloTreeFileName": "global_tree_renamed.nex"}]}	https://www.ebi.ac.uk/ena/browser/view/ERR2040358	MaterialCitation	Plantae
s00871	Ticodendron incognitum	Fagales	Ticodendraceae	Ticodendron	incognitum	Panama	K		Brummitt, R.K.	21139	{"phylogenies": [{"phyloTreeTipLabel": "Fagales_Ticodendraceae_Ticodendron_incognitum", "phyloTreeFileName": "global_tree_renamed.nex"}]}	https://www.ebi.ac.uk/ena/browser/view/ERR4180075	MaterialCitation	Plantae
s01205	Barbeya oleoides	Rosales	Barbeyaceae	Barbeya	oleoides		K	K001275018	Friis, I.	15068	{"phylogenies": [{"phyloTreeTipLabel": "Rosales_Barbeyaceae_Barbeya_oleoides", "phyloTreeFileName": "global_tree_renamed.nex"}]}	https://www.ebi.ac.uk/ena/browser/view/SRR7451094	MaterialCitation	Plantae
s17703	Cannabis sativa	Rosales	Cannabaceae	Cannabis	sativa						{"phylogenies": [{"phyloTreeTipLabel": "Rosales_Cannabaceae_Cannabis_sativa", "phyloTreeFileName": "global_tree_renamed.nex"}]}		MaterialCitation	Plantae
s17649	Celtis occidentalis	Rosales	Cannabaceae	Celtis	occidentalis				Soltis	2916	{"phylogenies": [{"phyloTreeTipLabel": "Rosales_Cannabaceae_Celtis_occidentalis", "phyloTreeFileName": "global_tree_renamed.nex"}]}	https://www.ebi.ac.uk/ena/browser/view/ERR2040412	MaterialCitation	Plantae
s16861	Gironniera subaequalis	Rosales	Cannabaceae	Gironniera	subaequalis	Indonesia	K		Chase, M.W.	1384	{"phylogenies": [{"phyloTreeTipLabel": "Rosales_Cannabaceae_Gironniera_subaequalis", "phyloTreeFileName": "global_tree_renamed.nex"}]}	https://www.ebi.ac.uk/ena/browser/view/ERR7621631	MaterialCitation	Plantae
s17013	Humulus lupulus	Rosales	Cannabaceae	Humulus	lupulus				Soltis	2903	{"phylogenies": [{"phyloTreeTipLabel": "Rosales_Cannabaceae_Humulus_lupulus", "phyloTreeFileName": "global_tree_renamed.nex"}]}	https://www.ebi.ac.uk/ena/browser/view/ERR2040411	MaterialCitation	Plantae
s18941	Lozanella enantiophylla	Rosales	Cannabaceae	Lozanella	enantiophylla		K	K001393265	Estrada, A.	2905	{"phylogenies": [{"phyloTreeTipLabel": "Rosales_Cannabaceae_Lozanella_enantiophylla", "phyloTreeFileName": "global_tree_renamed.nex"}]}	https://www.ebi.ac.uk/ena/browser/view/ERR7621773	MaterialCitation	Plantae
s23915	Parasponia rigida	Rosales	Cannabaceae	Parasponia	rigida						{"phylogenies": [{"phyloTreeTipLabel": "Rosales_Cannabaceae_Parasponia_rigida", "phyloTreeFileName": "global_tree_renamed.nex"}]}	https://www.ebi.ac.uk/ena/browser/view/SRR5626387	MaterialCitation	Plantae
s18929	Pteroceltis tatarinowii	Rosales	Cannabaceae	Pteroceltis	tatarinowii		K	K001393264	Cribb, P.J.	ASBK514	{"phylogenies": [{"phyloTreeTipLabel": "Rosales_Cannabaceae_Pteroceltis_tatarinowii", "phyloTreeFileName": "global_tree_renamed.nex"}]}	https://www.ebi.ac.uk/ena/browser/view/ERR7621768	MaterialCitation	Plantae
s06634	Trema orientale	Rosales	Cannabaceae	Trema	orientale	South Africa	K		Reeves, G.	37	{"phylogenies": [{"phyloTreeTipLabel": "Rosales_Cannabaceae_Trema_orientale", "phyloTreeFileName": "global_tree_renamed.nex"}]}	https://www.ebi.ac.uk/ena/browser/view/ERR7618803	MaterialCitation	Plantae
s03952	Dirachma socotrana	Rosales	Dirachmaceae	Dirachma	socotrana		K		Thulin, M.	8812	{"phylogenies": [{"phyloTreeTipLabel": "Rosales_Dirachmaceae_Dirachma_socotrana", "phyloTreeFileName": "global_tree_renamed.nex"}]}	https://www.ebi.ac.uk/ena/browser/view/ERR4180164	MaterialCitation	Plantae
s17977	Elaeagnus pungens	Rosales	Elaeagnaceae	Elaeagnus	pungens				Soltis	2951	{"phylogenies": [{"phyloTreeTipLabel": "Rosales_Elaeagnaceae_Elaeagnus_pungens", "phyloTreeFileName": "global_tree_renamed.nex"}]}	https://www.ebi.ac.uk/ena/browser/view/ERR2040413	MaterialCitation	Plantae
s24943	Hippophae rhamnoides	Rosales	Elaeagnaceae	Hippophae	rhamnoides						{"phylogenies": [{"phyloTreeTipLabel": "Rosales_Elaeagnaceae_Hippophae_rhamnoides", "phyloTreeFileName": "global_tree_renamed.nex"}]}	https://www.ebi.ac.uk/ena/browser/view/ERR1294015	MaterialCitation	Plantae
s16863	Hippophae salicifolia	Rosales	Elaeagnaceae	Hippophae	salicifolia	China	K		Chase, M.W.	856	{"phylogenies": [{"phyloTreeTipLabel": "Rosales_Elaeagnaceae_Hippophae_salicifolia", "phyloTreeFileName": "global_tree_renamed.nex"}]}	https://www.ebi.ac.uk/ena/browser/view/ERR7621632	MaterialCitation	Plantae
s23701	Hippophae sinensis	Rosales	Elaeagnaceae	Hippophae	sinensis						{"phylogenies": [{"phyloTreeTipLabel": "Rosales_Elaeagnaceae_Hippophae_sinensis", "phyloTreeFileName": "global_tree_renamed.nex"}]}	https://www.ebi.ac.uk/ena/browser/view/SRR7027737	MaterialCitation	Plantae
s16865	Shepherdia argentea	Rosales	Elaeagnaceae	Shepherdia	argentea	Canada	K		Chase, M.W.	3176	{"phylogenies": [{"phyloTreeTipLabel": "Rosales_Elaeagnaceae_Shepherdia_argentea", "phyloTreeFileName": "global_tree_renamed.nex"}]}	https://www.ebi.ac.uk/ena/browser/view/ERR7621633	MaterialCitation	Plantae
s04462	Ampalis mauritiana	Rosales	Moraceae	Ampalis	mauritiana		K	K000618250	Hoffmann, P.	438	{"phylogenies": [{"phyloTreeTipLabel": "Rosales_Moraceae_Ampalis_mauritiana", "phyloTreeFileName": "global_tree_renamed.nex"}]}	https://www.ebi.ac.uk/ena/browser/view/ERR4009379	MaterialCitation	Plantae
s03856	Antiaris toxicaria	Rosales	Moraceae	Antiaris	toxicaria		K	K000618256	Nooteboom	5995	{"phylogenies": [{"phyloTreeTipLabel": "Rosales_Moraceae_Antiaris_toxicaria", "phyloTreeFileName": "global_tree_renamed.nex"}]}	https://www.ebi.ac.uk/ena/browser/view/ERR4009351	MaterialCitation	Plantae
s03965	Antiaropsis decipiens	Rosales	Moraceae	Antiaropsis	decipiens		K	K000618255	Weiblen, G.D.	GW1865	{"phylogenies": [{"phyloTreeTipLabel": "Rosales_Moraceae_Antiaropsis_decipiens", "phyloTreeFileName": "global_tree_renamed.nex"}]}	https://www.ebi.ac.uk/ena/browser/view/ERR4009356	MaterialCitation	Plantae
s25039	Artocarpus altilis	Rosales	Moraceae	Artocarpus	altilis						{"phylogenies": [{"phyloTreeTipLabel": "Rosales_Moraceae_Artocarpus_altilis", "phyloTreeFileName": "global_tree_renamed.nex"}]}	https://www.ebi.ac.uk/ena/browser/view/SRR5997524	MaterialCitation	Plantae
s06203	Artocarpus vrieseanus	Rosales	Moraceae	Artocarpus	vrieseanus		K		Weiblen, G.D.	1845	{"phylogenies": [{"phyloTreeTipLabel": "Rosales_Moraceae_Artocarpus_vrieseanus", "phyloTreeFileName": "global_tree_renamed.nex"}]}	https://www.ebi.ac.uk/ena/browser/view/ERR5033888	MaterialCitation	Plantae
s04463	Bagassa guianensis	Rosales	Moraceae	Bagassa	guianensis		K	K000618248	Jansen-Jacobs, M.J.	3767	{"phylogenies": [{"phyloTreeTipLabel": "Rosales_Moraceae_Bagassa_guianensis", "phyloTreeFileName": "global_tree_renamed.nex"}]}	https://www.ebi.ac.uk/ena/browser/view/ERR4009380	MaterialCitation	Plantae
s04445	Batocarpus amazonicus	Rosales	Moraceae	Batocarpus	amazonicus		K	K000946661	van den Berg, C.	18524	{"phylogenies": [{"phyloTreeTipLabel": "Rosales_Moraceae_Batocarpus_amazonicus", "phyloTreeFileName": "global_tree_renamed.nex"}]}	https://www.ebi.ac.uk/ena/browser/view/ERR4009371	MaterialCitation	Plantae
s04475	Batocarpus orinocensis	Rosales	Moraceae	Batocarpus	orinocensis		K	K001257751	Palacios, W.	3265	{"phylogenies": [{"phyloTreeTipLabel": "Rosales_Moraceae_Batocarpus_orinocensis", "phyloTreeFileName": "global_tree_renamed.nex"}]}	https://www.ebi.ac.uk/ena/browser/view/ERR4009385	MaterialCitation	Plantae
s04375	Bleekrodea madagascariensis	Rosales	Moraceae	Bleekrodea	madagascariensis	Madagascar	K		Davis	3117	{"phylogenies": [{"phyloTreeTipLabel": "Rosales_Moraceae_Bleekrodea_madagascariensis", "phyloTreeFileName": "global_tree_renamed.nex"}]}	https://www.ebi.ac.uk/ena/browser/view/ERR4009364	MaterialCitation	Plantae
s04454	Bosqueiopsis gilletii	Rosales	Moraceae	Bosqueiopsis	gilletii		K	K000618258	Frontier Tanzania Coastal Forest Research Programm	243	{"phylogenies": [{"phyloTreeTipLabel": "Rosales_Moraceae_Bosqueiopsis_gilletii", "phyloTreeFileName": "global_tree_renamed.nex"}]}	https://www.ebi.ac.uk/ena/browser/view/ERR4009376	MaterialCitation	Plantae
s06209	Brosimum alicastrum	Rosales	Moraceae	Brosimum	alicastrum		K		Monro, A.K.	7382	{"phylogenies": [{"phyloTreeTipLabel": "Rosales_Moraceae_Brosimum_alicastrum", "phyloTreeFileName": "global_tree_renamed.nex"}]}	https://www.ebi.ac.uk/ena/browser/view/ERR4009394	MaterialCitation	Plantae
s04362	Broussonetia kazinoki	Rosales	Moraceae	Broussonetia	kazinoki	Korea (the Republic of)	K		Chase, M.W.	17827	{"phylogenies": [{"phyloTreeTipLabel": "Rosales_Moraceae_Broussonetia_kazinoki", "phyloTreeFileName": "global_tree_renamed.nex"}]}	https://www.ebi.ac.uk/ena/browser/view/ERR4009359	MaterialCitation	Plantae
s25041	Broussonetia papyrifera	Rosales	Moraceae	Broussonetia	papyrifera						{"phylogenies": [{"phyloTreeTipLabel": "Rosales_Moraceae_Broussonetia_papyrifera", "phyloTreeFileName": "global_tree_renamed.nex"}]}	https://www.ebi.ac.uk/ena/browser/view/SRR8468571	MaterialCitation	Plantae
s04366	Castilla elastica	Rosales	Moraceae	Castilla	elastica		K		Chase, M.W.	19850	{"phylogenies": [{"phyloTreeTipLabel": "Rosales_Moraceae_Castilla_elastica", "phyloTreeFileName": "global_tree_renamed.nex"}]}	https://www.ebi.ac.uk/ena/browser/view/ERR4009361	MaterialCitation	Plantae
s04450	Clarisia racemosa	Rosales	Moraceae	Clarisia	racemosa		K	K000618272	Palacios, W.	1291	{"phylogenies": [{"phyloTreeTipLabel": "Rosales_Moraceae_Clarisia_racemosa", "phyloTreeFileName": "global_tree_renamed.nex"}]}	https://www.ebi.ac.uk/ena/browser/view/ERR4009375	MaterialCitation	Plantae
s04364	Dorstenia barteri	Rosales	Moraceae	Dorstenia	barteri	Cameroon	K		Chase, M.W.	18153	{"phylogenies": [{"phyloTreeTipLabel": "Rosales_Moraceae_Dorstenia_barteri", "phyloTreeFileName": "global_tree_renamed.nex"}]}	https://www.ebi.ac.uk/ena/browser/view/ERR4009360	MaterialCitation	Plantae
s03954	Fatoua pilosa	Rosales	Moraceae	Fatoua	pilosa		K	K000618252	Taylor, P.M.	218	{"phylogenies": [{"phyloTreeTipLabel": "Rosales_Moraceae_Fatoua_pilosa", "phyloTreeFileName": "global_tree_renamed.nex"}]}	https://www.ebi.ac.uk/ena/browser/view/ERR4009354	MaterialCitation	Plantae
s17269	Ficus religiosa	Rosales	Moraceae	Ficus	religiosa		ALTA	132731	Deyholos, M.	s.n.	{"phylogenies": [{"phyloTreeTipLabel": "Rosales_Moraceae_Ficus_religiosa", "phyloTreeFileName": "global_tree_renamed.nex"}]}	https://www.ebi.ac.uk/ena/browser/view/ERR2040415	MaterialCitation	Plantae
s04368	Ficus sagittifolia	Rosales	Moraceae	Ficus	sagittifolia	Côte d'Ivoire	K		Chase, M.W.	19852	{"phylogenies": [{"phyloTreeTipLabel": "Rosales_Moraceae_Ficus_sagittifolia", "phyloTreeFileName": "global_tree_renamed.nex"}]}	https://www.ebi.ac.uk/ena/browser/view/ERR4009362	MaterialCitation	Plantae
s04476	Helianthostylis sprucei	Rosales	Moraceae	Helianthostylis	sprucei		K	K001257756	Ribeiro, J.E.L.S.	1204	{"phylogenies": [{"phyloTreeTipLabel": "Rosales_Moraceae_Helianthostylis_sprucei", "phyloTreeFileName": "global_tree_renamed.nex"}]}	https://www.ebi.ac.uk/ena/browser/view/ERR4009386	MaterialCitation	Plantae
s04458	Helicostylis tomentosa	Rosales	Moraceae	Helicostylis	tomentosa		K	K001257758	Gomes M.	511	{"phylogenies": [{"phyloTreeTipLabel": "Rosales_Moraceae_Helicostylis_tomentosa", "phyloTreeFileName": "global_tree_renamed.nex"}]}	https://www.ebi.ac.uk/ena/browser/view/ERR4009377	MaterialCitation	Plantae
s04459	Maclura cochinchinensis	Rosales	Moraceae	Maclura	cochinchinensis		K	K000618267	Baumann, M.G.	6841	{"phylogenies": [{"phyloTreeTipLabel": "Rosales_Moraceae_Maclura_cochinchinensis", "phyloTreeFileName": "global_tree_renamed.nex"}]}	https://www.ebi.ac.uk/ena/browser/view/ERR4009378	MaterialCitation	Plantae
s04481	Maclura pomifera	Rosales	Moraceae	Maclura	pomifera		K	K000618269	Swann, D.	s.n.	{"phylogenies": [{"phyloTreeTipLabel": "Rosales_Moraceae_Maclura_pomifera", "phyloTreeFileName": "global_tree_renamed.nex"}]}	https://www.ebi.ac.uk/ena/browser/view/ERR4009389	MaterialCitation	Plantae
s03936	Maclura tinctoria	Rosales	Moraceae	Maclura	tinctoria		K	K001257752	Renvoize, S.A.	1518	{"phylogenies": [{"phyloTreeTipLabel": "Rosales_Moraceae_Maclura_tinctoria", "phyloTreeFileName": "global_tree_renamed.nex"}]}	https://www.ebi.ac.uk/ena/browser/view/ERR5033349	MaterialCitation	Plantae
s04449	Maillardia borbonica	Rosales	Moraceae	Maillardia	borbonica		K	K000618265	Cadet, T.	4518	{"phylogenies": [{"phyloTreeTipLabel": "Rosales_Moraceae_Maillardia_borbonica", "phyloTreeFileName": "global_tree_renamed.nex"}]}	https://www.ebi.ac.uk/ena/browser/view/ERR4009374	MaterialCitation	Plantae
s04471	Maillardia montana	Rosales	Moraceae	Maillardia	montana		K	K000618270	van Nek, F.I.	1882	{"phylogenies": [{"phyloTreeTipLabel": "Rosales_Moraceae_Maillardia_montana", "phyloTreeFileName": "global_tree_renamed.nex"}]}	https://www.ebi.ac.uk/ena/browser/view/ERR4009384	MaterialCitation	Plantae
s04480	Malaisia scandens	Rosales	Moraceae	Malaisia	scandens		K	K000618264	Sands, M.J.S.	6590	{"phylogenies": [{"phyloTreeTipLabel": "Rosales_Moraceae_Malaisia_scandens", "phyloTreeFileName": "global_tree_renamed.nex"}]}	https://www.ebi.ac.uk/ena/browser/view/ERR4009388	MaterialCitation	Plantae
s03961	Milicia excelsa	Rosales	Moraceae	Milicia	excelsa		K	K000618247	Williamson, L.	187	{"phylogenies": [{"phyloTreeTipLabel": "Rosales_Moraceae_Milicia_excelsa", "phyloTreeFileName": "global_tree_renamed.nex"}]}	https://www.ebi.ac.uk/ena/browser/view/ERR4009355	MaterialCitation	Plantae
